;ID;Latitude;Longitude;Area_Sum;Depth_Mean;Depth_Median;Depth_Max;Chl_Mean;Chl_Median;Margin_Sum;Margin_Mean;Margin_Median;Shelf_Sum;Shelf_Mean;Shelf_Median;CurVel_Mean;CurVel_Median;CurVel_Bot_Mean;CurVel_Bot_Median;Diff_Atte_Mean;Diff_Atte_Median;HumImp_Sum;HumImp_Mean;HumImp_Median;Ice_Cover_Sum;IceCov_Mean;Ice_Cover_Median;Ice_Tick_Mean;Ice_Tick_Median;MixLay_Mean;MixLay_Median;Nitrate_Mean;Nitrate_Median;Nitrate_Bot_Mean;Nitrate_Bot_Median;O2_Mean;O2_Median;O2_Bot_Mean;O2_Bot_Median;PhotoActi_Mean;PhotoActi_Median;PrimProd_Bot_Mean;PrimProd_Bot_Median;PrimProd_Mean;PrimProd_median;Salinity_Bot_mean;Salinity_Bot_median;Salinity_mean;Salinity_median;Silicate_mean;Silicate_median;ThemM_mean;ThemM_median;ThemM_Bot_mean;ThemM_Bot_median;Them_Max_mean;Them_Max_median;Them_Max_max;Them_Min_mean;Them_Min_median;Them_Min_min;ThemR_mean;ThemR_median;ThemR_range;ThemR_Bot_mean;ThemR_Bot_median;ThemR_Bot_range;NumRec_sha;NumSpe_sha;ES50_sha;Chao1_sha;ACE_sha;Weighted_sha;NumRec_mes;NumSpe_mes;ES50_mes;Chao1_mes;ACE_mes;Weighted_mes;NumRec_dee;NumSpe_dee;ES50_dee;Chao1_dee;ACE_dee;Weighted_dee
586;587;-14.52391116;-115.0746958;794105.548;-3319.238725;-3308;-695;0.119191341;0.135540749;-23342868;-2431.29549;-3148;0;0;0;0.104422841;0.105677919;0.007647773;0.006320682;0.056528341;0.057600273;0;NA;NA;0;0;0;0;0;37.45650936;36.26952258;0.865902543;0.588898326;36.82447952;36.75629554;210.7920204;210.7285776;154.106253;154.1817384;49.10753646;49.20859011;0.013548172;0.013548172;1.303095382;1.448968947;34.68057575;34.67945591;36.00596951;36.01037196;1.038867971;0.992224995;25.38334732;25.39807866;1.434264006;1.453939864;26.93631537;26.9863272;27.56218817;23.72834562;23.76130195;22.77262684;3.207969748;3.206914653;1.412103587;0.116808032;0.117099632;0.391576434;312;39;19.51515758;50;46.40155542;4.186118517;3;3;NA;NA;NA;NA;131;79;36.67348765;289.1111111;382.6762865;36.59061834
141;139;14.52391116;64.92530423;794106.5032;-3952.561504;-4010;-2558;0.11394145;0.105399096;-3565363;-371.3532965;0;0;0;0;0.045430692;0.046177797;0.00603839;0.00504782;0.086017457;0.086527166;0;NA;NA;0;0;0;0;0;28.0040203;28.08876088;0.022213434;0.005378374;36.83310436;36.68688906;202.2404659;201.8828506;143.9587204;147.8722271;47.89285543;47.9203622;0.013548172;0.013548172;1.343351268;1.330511649;34.75697184;34.75603565;36.30772487;36.32452779;1.166768027;1.218003439;27.80070108;27.78316119;1.427557851;1.391969029;30.70005445;30.78675592;31.2318812;25.56106969;25.41945994;24.11828646;5.138984761;5.296143364;2.840515502;0.175842913;0.173112123;0.558273178;19321;251;31.02062257;363.8;294.117305;29.26953014;1296;144;29.23662595;208.6875;195.0784061;11.86638784;1216;247;28.80690474;360.2941176;367.3086568;6.660912654
177;175;14.82448371;31.65675823;794123.7517;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;12433026;12.93747093;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;623;-14.82448371;-148.3432418;794124.0674;-3837.124675;-4262;383;0.101220519;0.096227837;-5378797;-560.2329966;0;-13078;-0.490253411;0;0.072360441;0.072054951;0.010678867;0.007749931;0.049541284;0.048123969;36562;15.0771134;14;0;0;0;0;0;33.74043576;33.41526935;0.080196805;0.002874314;34.33194897;34.54517912;200.4288482;200.2864628;183.7090873;187.2415225;46.35599841;46.33632641;0.020517186;0.013548172;1.195843702;1.20447586;34.69747032;34.69420785;35.87404321;35.8816497;1.17347859;1.131798584;28.15684621;28.26523538;1.592069283;1.097952994;29.61175179;29.66513998;29.97716797;26.41484641;26.56401645;24.32453064;3.196905383;3.108559235;1.985153141;0.166170003;0.097481098;3.652082988;57280;1437;46.59208499;1975.831579;1993.761377;164.9172528;623;198;30.04318234;282.7258065;336.0372941;11.59528575;963;170;23.78966287;251.025641;282.3584405;6.933029807
129;127;15.01166924;94.4628759;794143.1973;-1369.697107;-1456;255;0.169868964;0.101776592;-10436611;-1353.821637;-1454;-293484;-13.68670429;0;0.036481564;0.031678139;0.012677731;0.00777976;0.086794074;0.07332273;3656372;18.19362094;18;0;0;0;0;0;16.25907123;16.54274917;2.654789212;1.401425271;28.15623319;37.29082321;205.8146322;205.3594005;104.1684851;104.7213826;42.86072726;42.90908107;0.519661485;0.013548172;1.542425142;1.276534333;34.09821097;34.77351797;30.84292568;31.33154253;13.65480523;7.818328597;28.45802476;28.53250628;10.61218267;4.712147153;30.40340849;30.37569957;32.07592801;26.23697151;26.42586123;23.67634645;4.166436975;3.969283814;4.02800563;2.502554809;1.01453946;11.05768803;10914;894;40.02097098;1755.021127;1930.472841;66.69723704;737;314;44.30858977;441.9764706;494.9258342;137.9652019;830;345;41.73556507;841.8867925;939.7177558;97.41233032
561;561;-15.01166924;-85.5371241;794145.6142;-4497.963398;-4488;-3459;0.177087216;0.175054982;-3459;-0.359675575;0;0;0;0;0.101762864;0.103113506;0.011145455;0.00973562;0.067726991;0.068183367;0;NA;NA;0;0;0;0;0;38.69836319;38.54019512;2.905141658;2.720319138;36.9155111;36.78347435;227.1694512;227.479573;148.8006388;150.6903712;42.8023724;42.86175126;0.013548172;0.013548172;1.429383102;1.45220824;34.69027303;34.6905556;35.47138759;35.46486375;1.006037414;0.989848105;21.38506369;21.25058011;1.410940055;1.400398042;25.3719182;25.33352344;27.35003301;17.70183936;17.7296091;16.13793374;7.670078834;7.693736822;5.071522789;0.061909476;0.066096952;0.059948397;785;65;21.60214649;88.1;95.16064027;5.543735437;11;10;NA;NA;NA;NA;137;105;44.83600674;331.8666667;320.7527838;83.41777778
595;596;-15.04472585;-123.1601957;794147.4517;-3706.891223;-3716;-588;0.105713422;0.115252465;-4017323;-417.7748544;0;0;0;0;0.093226051;0.09481566;0.007969042;0.00663889;0.054628628;0.055995119;0;NA;NA;0;0;0;0;0;36.61637374;35.58652904;0.517407928;0.16474756;36.14067683;36.11871207;207.0983344;207.0994329;165.8215289;165.6548936;48.97754256;49.03488521;0.013548172;0.013548172;1.23524686;1.316115553;34.68366905;34.68287281;36.12248329;36.13517985;1.090218362;1.045204671;26.29700393;26.31367006;1.271018853;1.267513938;27.74984042;27.76782308;28.33988654;24.54431508;24.5802921;23.35805382;3.205525339;3.220577856;1.868528599;0.074299892;0.071047481;0.623893944;174;35;20.46144245;61;42.68888889;4.196839479;5;5;NA;NA;NA;NA;51;43;42.29411765;133;150.1168;37.69565217
150;148;15.04472585;56.83980426;794147.9276;-3187.202775;-3451;963;0.340235321;0.262878984;-10518340;-1247.283292;0;-49315;-2.103164449;0;0.099640751;0.093513411;0.01853703;0.012085291;0.100862349;0.09532401;765629;6.239743443;4;0;0;0;0;0;24.03672543;24.3990797;0.31084825;0.177100696;34.82365421;36.02019621;205.844316;205.7872948;142.7064147;154.617478;49.58233436;49.55543043;0.06284761;0.013548172;1.999658842;1.718841384;34.84024357;34.75636415;36.0193039;36.02220501;1.09872741;1.007521485;26.80950134;26.87591051;2.742377318;1.520572713;30.35037664;30.4377661;31.20812528;23.65492104;23.81269942;18.21529336;6.695455596;6.610816955;4.48028143;0.761682381;0.288155824;11.41071772;30848;541;33.72872734;753.3333333;832.9726458;34.40084893;1732;251;33.0400666;367.2777778;349.7327863;28.9496825;1343;225;30.86501594;349.5581395;391.397573;14.03541441
136;134;-15.19319353;59.63406017;794153.0115;-3352.968617;-3777;-3;0.101803655;0.098886265;-7235958;-751.9440923;0;-64048;-2.395481916;0;0.19148392;0.178775072;0.01687229;0.009286197;0.055676777;0.05530493;0;NA;NA;0;0;0;0;0;32.09019863;32.72546607;0.02815789;0.007490406;32.10781873;34.03868244;206.2748466;206.2202248;182.6211432;184.3564926;47.04508046;47.04474361;0.041353527;0.013548172;1.176763322;1.178867268;34.75733503;34.72495978;34.78084362;34.77892536;1.874584645;1.894769554;26.58685731;26.59472946;2.735465168;1.340007517;29.53104088;29.57359167;30.0587935;23.96369372;24.0432573;22.51958953;5.567347167;5.522467102;1.391252232;0.541371974;0.187155554;9.432850502;2676;502;46.3814471;778.1234568;812.8049896;141.080736;155;126;46.29312197;523.5;511.1695884;102.2340426;74;63;44.50859793;275.1428571;323.0525557;52.65384615
627;628;15.22865336;-139.0756502;794155.2898;-5092.52486;-5022;-2370;0.14419681;0.151323538;-5404;-0.562096942;0;0;0;0;0.154253539;0.165638633;0.022773742;0.021078606;0.05265288;0.052264735;0;NA;NA;0;0;0;0;0;31.6356015;32.57378736;0.486917558;0.394478494;36.00841011;36.03990432;212.1605278;212.1047974;168.344069;167.7890395;44.4570694;44.56564879;0.013548172;0.013548172;1.347978518;1.368187384;34.6988469;34.69878192;34.31872507;34.32277791;1.697530563;1.663122928;25.29805442;25.34464875;0.995645167;0.995078843;27.84546233;27.96091224;29.06038179;22.95668868;22.9016229;21.08068688;4.888773651;4.816284268;2.16504588;0.035990369;0.033620047;0.116935878;33;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;27;NA;NA;NA;NA
609;610;15.19319353;-120.3659398;794155.5649;-4149.744051;-4164;7;0.130937569;0.140927541;-612295;-63.6282864;0;0;0;0;0.082475558;0.080736216;0.011065752;0.009278816;0.0582199;0.058119171;0;NA;NA;0;0;0;0;0;24.0594169;23.55466474;0.33641811;0.241076616;37.93577785;37.84760209;210.496333;209.5994411;146.7989761;147.5815965;43.25683162;43.44923924;0.013548172;0.013548172;1.354203183;1.380209199;34.69150227;34.69240061;34.05801556;34.06276918;1.656287798;1.589832243;26.00636635;26.20701236;1.146232446;1.142013801;28.49780764;28.57779237;29.3609871;23.36338551;23.58134729;19.7564961;5.134422122;5.071829533;4.641466406;0.059519805;0.057649677;0.812461492;1824;209;29.53044954;280.5;267.7319048;7.78123509;372;95;34.26654122;161.6;131.1453165;40.13457077;20441;706;28.67310116;929.0521739;931.6203726;24.77066533
154;152;-15.22865336;40.92434984;794155.6216;-2128.78134;-2377;207;0.120176007;0.108776017;-11097969;-1882.607125;-2203;-46526;-2.837470269;0;0.160066745;0.128765714;0.027270559;0.014948718;0.072228558;0.065173008;4615445;12.05883045;13;0;0;0;0;0;21.67033091;22.52263745;0.062161618;0.012574008;29.47520671;32.95287595;204.3322513;204.5076929;159.604313;159.3370658;48.03442343;48.05446029;0.152524121;0.013548172;1.396427122;1.33105457;34.77240315;34.75511215;34.87616233;34.96463455;2.182077663;1.909464317;27.71809899;27.74224223;5.164591703;2.179250019;30.17580174;30.12542839;32.29958224;24.94611959;25.09083758;22.62404032;5.229682151;4.98788967;3.859995619;1.052566865;0.443359184;8.251345286;9201;1587;42.34819965;2663.677778;2597.940505;74.60894866;653;348;46.75977564;596.1818182;610.353669;229.8700809;512;319;46.56442657;567.4117647;721.5356152;195.338301
168;166;15.20952824;40.0774395;794158.1784;-254.8225918;-47;99;0.181127218;0.181721192;-680352;-235.7422037;0;-157929;-19.66002739;-4;0.049312195;0.03872376;0.033334457;0.01133857;0.112928865;0.11159985;11003506;16.15366637;14;0;0;0;0;0;16.18439533;16.47216588;0.011980754;0.006884193;9.580627606;7.213510314;195.1260941;195.2369292;123.0766437;134.3424192;49.15455448;49.06839918;0.759871137;0.549825562;1.696408129;1.692108867;38.58320149;38.34421239;36.63750241;36.67414617;1.791865082;1.72766335;29.48591474;29.48494002;23.66565978;22.38589414;32.88860748;32.86058981;34.17502165;25.61117458;25.6327351;21.51060385;7.277432897;7.272239781;4.39238177;4.71756722;3.515862338;13.85111353;18026;853;34.57094547;1351.431507;1403.253917;39.09504595;210;132;44.69507074;173.8928571;196.5957447;106.0096154;62;32;28.54076532;42.90909091;50.09340234;21.59550562
613;614;-15.20952824;-139.9225605;794158.225;-3580.186675;-3908;51;0.091077023;0.080805368;-8466625;-880.0150712;0;-6301;-0.235489778;0;0.078655267;0.079582679;0.010054035;0.007768969;0.050975698;0.0498835;2798;6.461893764;10;0;0;0;0;0;34.25896971;33.08473829;0.146925609;0.01351312;35.14105566;35.42317476;201.7826979;201.6960686;174.3372828;172.444077;47.2580819;47.31696798;0.016821777;0.013548172;1.147530155;1.097054512;34.68644298;34.68912409;35.97945622;36.00526709;1.180579295;1.155681332;27.68041466;27.72967136;1.481725177;1.1849457;29.13657428;29.13739034;29.65841304;25.79044924;25.87828764;24.20269463;3.34612504;3.273752106;1.988779262;0.122941187;0.084964854;3.876269063;3844;755;50.28652535;905.9444444;917.2947142;325.2979923;44;31;NA;NA;NA;NA;434;106;32.85055629;140.1666667;154.3663304;38.51860941
335;334;-15.2668031;158.3025668;794165.3496;-3119.592293;-3087;61;0.095628634;0.083787918;-16394169;-1702.936429;-2224;-12081;-0.451676824;0;0.095363972;0.094865807;0.01119006;0.006838034;0.054753291;0.053842481;6261;7.552472859;9;0;0;0;0;0;29.71977871;30.39413967;0.002665151;0.000900371;35.9901247;36.29174767;203.0777242;202.3688769;161.1694686;158.8910489;44.12686863;44.15094689;0.019207404;0.013548172;1.188043288;1.176018652;34.68316104;34.68401012;34.7057442;34.66601254;1.424999528;1.424636101;27.64358048;27.76273021;1.98246646;1.643257421;30.07667621;30.14795986;30.69720989;25.14121075;25.15690933;22.41635997;4.935465462;4.991170438;3.692807327;0.193548999;0.112811047;6.661451297;4259;1242;45.6089927;2451.072464;2462.997795;75.98380131;2459;586;44.34588624;825.0517241;853.9069926;171.4932641;1518;478;45.0160895;656.2952381;694.1705917;178.2428837
228;227;15.2668031;-21.69743317;794165.7169;-3780.599042;-3780;593;0.230124339;0.214561096;-9967635;-1038.079046;0;-10510;-0.393898508;0;0.059646597;0.056264156;0.009167403;0.005952464;0.088978764;0.082237939;86151;17.17523923;17;0;0;0;0;0;19.85689914;19.96693381;1.042677418;0.545543629;23.42896309;23.2590854;214.9843212;214.9371273;234.3173378;241.0391352;47.32009543;47.27855192;0.015740657;0.013548172;1.538991945;1.477843253;34.92838948;34.91814248;35.9750426;35.98219468;0.969443838;0.888910956;24.90833166;24.99957597;2.442846543;2.249004803;28.53603522;28.62328672;30.04736562;20.86957998;20.94151587;16.57096686;7.666455239;7.236140039;7.697154221;0.25120374;0.203006899;10.32290365;2542;989;50.63419013;1524.704545;1649.32757;270.0503176;1409;612;43.94100517;1302.06;1280.636121;107.2718971;2778;965;47.96497407;1334.361233;1456.899603;475.4950092
604;605;-15.28182605;-131.4837305;794166.1003;-4089.535096;-4104;-2203;0.091575337;0.08244078;-849492;-88.07589425;0;0;0;0;0.083543071;0.082981859;0.009359599;0.007814584;0.052355909;0.05308657;0;NA;NA;0;0;0;0;0;35.86138309;34.40613479;0.274178231;0.039672937;35.75510673;35.73355693;203.9528534;203.9139176;170.0780868;170.1424346;48.23821821;48.37991826;0.013548172;0.013548172;1.149749773;1.093172788;34.68979182;34.6902071;36.11894077;36.17155602;1.147507259;1.114766812;27.06999386;27.08849224;1.183208587;1.177545283;28.53762961;28.54137523;29.09678258;25.23626588;25.26679493;23.95629196;3.301363735;3.287552886;1.861053584;0.04373701;0.03272363;0.15344372;32;8;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;157;15.28182605;48.51626948;794166.2717;-1593.631414;-1834;706;0.339018201;0.295221288;-4993155;-1562.31383;-1813;-24365;-2.745352113;0;0.108945314;0.098209599;0.029427373;0.015438175;0.103448314;0.100059958;4616563;7.086846262;5;0;0;0;0;0;17.90281054;17.3383932;0.197828052;0.088001908;35.51494021;38.22999373;202.802602;202.6371935;80.45367474;86.14850307;51.48150887;51.56636447;0.053517791;0.013548172;2.106451882;1.907547544;35.1699643;34.92882628;36.08412649;36.07207524;1.119726985;1.102905317;27.7162885;27.81627806;6.383395649;3.6983289;31.10345492;31.24848126;32.15814201;24.10764706;24.59933474;19.02785892;6.995807859;6.838324611;5.905456177;1.930600531;1.249421696;13.69063631;137200;605;30.57272833;996.8414634;1106.786492;27.83204536;3405;218;27.95873068;382.5384615;364.451117;26.1992326;480;202;41.36024877;391.7567568;438.2105506;91.06719368
145;143;-15.3904197;50.38495207;794173.5248;-3527.055687;-4286;427;0.116014018;0.097293933;-3871774;-539.0190728;0;-50629;-2.536650133;0;0.203164906;0.158363083;0.030209974;0.017279086;0.060968251;0.055636031;3910354;15.22332267;14;0;0;0;0;0;27.7512615;30.04546377;0.064217166;0.031422364;30.73568032;33.23028987;205.7925602;205.8329776;194.5399759;205.8352533;46.905597;46.99041964;0.099305286;0.013548172;1.302595132;1.207108763;34.75175224;34.72222642;34.8635055;34.87757785;2.175653552;1.888962236;26.90791302;26.76645345;3.190689374;0.81271761;29.75337992;29.66063366;31.80006647;24.04847958;23.96521871;23.07595735;5.704900339;5.736089934;3.235122787;0.645156347;0.250799969;9.424386014;4305;1367;49.00580825;2078.578073;2335.981774;140.8273873;1080;347;42.10003065;476.7176471;501.1927808;91.9873817;738;329;43.77204022;550.8732394;584.8460934;109.5863179
618;619;15.3904197;-129.6150479;794176.2563;-4837.635996;-4865;-1349;0.139959609;0.155173799;-95965;-9.954875519;0;0;0;0;0.130329014;0.133107101;0.016280362;0.014128608;0.056061865;0.055883699;0;NA;NA;0;0;0;0;0;28.67821385;29.21482161;0.446649721;0.32295024;36.41673899;36.32220416;212.5246995;211.9938067;163.797024;163.7339937;43.03032527;43.26702903;0.013548172;0.013548172;1.319335101;1.375384551;34.6986111;34.69915951;34.24690712;34.22713831;1.688827312;1.657124395;25.28258747;25.42864761;1.02194425;1.014431431;28.09983129;28.16578829;29.21291562;22.45577729;22.63360172;20.06060402;5.644053995;5.596833653;2.618722836;0.035777399;0.033718083;0.416919442;484;137;37.39200076;203.9565217;188.3238552;36.06157635;NA;NA;NA;NA;NA;NA;6732;573;38.51717661;894;852.1967433;67.72967803
215;214;-15.52081986;3.451474036;794176.4779;-5369.867815;-5440;-3483;0.21256757;0.202470737;-3483;-0.361382029;0;0;0;0;0.090458873;0.097026233;0.009604415;0.007193262;0.070897991;0.068662987;0;NA;NA;0;0;0;0;0;31.22251456;31.65902493;0.69615138;0.46745203;24.38439009;23.98229142;221.5908961;221.1317336;236.7668374;238.9072855;42.59947258;42.58730061;0.013548172;0.013548172;1.379244847;1.375454003;34.89090289;34.89095686;36.16325436;36.18605232;0.988605863;0.949107951;21.89894345;21.81631599;1.893379377;1.895655198;25.73907637;25.64157473;28.02870301;18.41040949;18.36363383;16.40454976;7.328666885;7.227508302;3.938610412;0.065029324;0.063152227;0.106987359;73;56;43.24929379;338;337.3184;36.75172414;86;50;34.63756531;190.25;106.6094675;34.88679245;452;163;38.80948649;314.6666667;342.2150696;66.89718402
358;356;15.52081987;-139.8861319;794178.4722;-4913.498236;-5156;-283;0.06673063;0.062138947;-2346104;-243.4222868;0;0;0;0;0.145597382;0.160843378;0.015699046;0.011178348;0.042859683;0.042744856;0;NA;NA;0;0;0;0;0;37.74335656;37.48116273;0.008330831;0.000806502;35.20376312;34.67899482;204.2894216;204.3038219;179.6335575;187.0301807;47.77144482;47.89473156;0.013548172;0.013548172;0.984516022;0.970691471;34.69466789;34.69987352;34.72313687;34.72760515;1.729229607;1.72785049;27.2121083;27.20261468;0.964299055;0.8920912;28.77561476;28.82142062;29.09619616;25.57343103;25.57779195;23.88539715;3.202183734;3.13506745;2.040986247;0.069951387;0.059774106;1.940476846;530;80;28.17213069;97.25;104.3560656;24.80572236;22;21;NA;NA;NA;NA;293;132;37.79712684;283.5652174;327.7210339;54.16340694
117;115;15.4404897;125.7125824;794179.1549;-4273.239694;-5118;693;0.103378255;0.092709361;-2673864;-305.340185;0;-46110;-1.895502754;0;0.150510367;0.147888196;0.020423496;0.013842471;0.051887201;0.048281556;2213548;20.67403263;21;0;0;0;0;0;27.77627173;29.3624775;0.005469162;0.002249495;34.67440166;36.93467797;200.9832024;200.6844953;152.6534615;156.9729933;43.56670932;43.82014574;0.062954214;0.013548172;1.263265766;1.215337788;34.65671023;34.68074872;34.21677115;34.23200442;1.906133334;1.71602356;28.50364501;28.54005031;3.015718317;1.158736219;30.29851732;30.31806905;31.46795051;26.04066642;26.19602008;23.75691019;4.2578509;4.249232799;4.534741888;0.407294688;0.031225303;12.47427688;9704;920;35.5675142;1676.314286;1834.232653;48.79125808;1439;622;46.86292799;1103.909091;1157.164915;281.9993191;983;506;46.63078872;891.1779661;1029.545097;242.3599197
528;528;-15.4404897;-54.28741762;794181.7424;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;10421981;10.81552553;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
324;323;-15.4041847;-21.12377918;794183.6172;-2145.171305;-2295;672;0.082550718;0.079350587;-18368101;-1936.337866;-2216;-60327;-2.290231958;0;0.060214769;0.058160064;0.011538641;0.005295545;0.051074677;0.047177721;310728;16.47463019;14;0;0;0;0;0;28.09031341;28.71636237;0.000965206;0.000871915;34.48960485;36.70526377;201.0763069;200.4744462;155.0913878;147.523239;43.28376661;43.30764624;0.042873814;0.013548172;1.125390759;1.102020251;34.66439794;34.6405601;34.79994202;34.80077231;1.335228869;1.329241832;28.2333504;28.40453427;3.309378362;2.020063836;30.05114261;30.13980374;30.67238324;26.30933809;26.54431843;23.26266539;3.74180452;3.60296564;4.73723906;0.399290601;0.177366133;9.744712221;21963;3235;51.81853002;4709.284926;4790.356249;598.7031961;7230;963;45.72117528;1148.820652;1194.71331;241.5813992;4363;913;44.63201933;1304.58011;1380.770975;164.5824349
203;202;15.4041847;0.437027678;794188.9448;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;10241457;10.62752303;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
524;524;15.76652458;-63.10576765;794210.5657;-3321.157519;-3401;751;0.103381399;0.08544464;-8366732;-878.0283346;0;-48333;-1.824850865;0;0.154090152;0.123719311;0.025521655;0.010081084;0.069255264;0.066837524;737391;37.38546948;38;0;0;0;0;0;22.2317452;22.89579643;0.049795235;0.021985031;21.63504058;22.37525797;203.8659212;203.6644178;227.7467972;221.1235264;47.78717517;47.71710904;0.046341768;0.013548172;1.330978886;1.291939896;35.00586951;34.96794121;34.89689237;34.83020972;5.889163901;5.952913536;27.72028887;27.78447964;4.390113769;3.681416973;30.0236009;30.03273991;30.48723589;25.6465937;25.73787167;23.23919267;4.377007206;4.2921438;2.132318274;0.639952498;0.258735804;10.83482524;348071;4705;42.971899;7205.93702;7058.079814;97.8668109;6602;1130;33.36939594;1774.445455;1838.854482;23.65391345;4674;1216;45.33951174;1981.440529;2087.885986;193.5456881
85;83;-15.76652458;116.8942324;794212.9285;-3197.139954;-3058.5;-1;0.105525711;0.102608471;-6918321;-717.2217499;0;-207268;-7.735323754;0;0.052396096;0.0304062;0.012631064;0.00853308;0.064737506;0.062955475;144;7.2;8;0;0;0;0;0;28.70008814;28.05001741;0.003056699;0.002295699;30.86032358;34.05760728;203.4759272;203.0701157;165.2622311;191.6592455;49.46306298;49.49717947;0.131753065;0.013548172;1.285148091;1.283241593;34.72052549;34.7122893;34.52615745;34.5177395;3.173315072;3.143704538;27.85845994;27.97672886;4.94605917;1.37182762;30.42245188;30.47039966;32.07514443;24.96386657;25.10978641;22.47535717;5.458585307;5.318529974;5.397753882;1.162777545;0.212185132;9.462283644;1070978;4042;23.63974367;5262.182493;5413.708065;14.39499382;6761;1514;47.53788337;2075.266212;2151.353407;417.7011102;2207;789;47.61350574;1079.294118;1143.272911;395.9717909
636;637;15.90270262;-148.5235481;794222.2663;-5362.412598;-5362;-4066;0.123781396;0.129002921;0;0;0;0;0;0;0.145868734;0.151454832;0.020610905;0.018674218;0.047876257;0.046787195;0;NA;NA;0;0;0;0;0;34.44035229;34.62509887;0.270535897;0.216934215;35.44066326;35.51396762;211.3562611;211.4028877;177.1042479;176.6625822;45.97339638;45.97008281;0.013548172;0.013548172;1.261587397;1.278916723;34.69873496;34.698613;34.49737247;34.48231193;1.72406092;1.705340321;25.48506109;25.4683332;0.955886736;0.957424545;27.5775749;27.55752147;29.13677302;23.46486133;23.5145457;21.9589065;4.112713568;4.084979377;1.242136662;0.095989051;0.097628638;0.136760839;140;51;29.6823359;76.09090909;75.32837396;12.64516129;19;14;NA;NA;NA;NA;25;22;NA;NA;NA;NA
163;161;-15.90270262;31.47645191;794225.8937;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;14880992;15.72822426;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
356;355;16.08163113;-167.0918549;794240.2776;-5062.516496;-5290;43;0.073707824;0.068854526;-1563400;-161.6920054;0;-274;-0.010205602;0;0.142362895;0.166526925;0.022077166;0.017122705;0.044947662;0.044937383;0;NA;NA;0;0;0;0;0;37.51315943;37.52928026;0.019648331;0.002531092;35.09593736;34.81828424;206.1933901;206.1286716;182.0608967;185.941371;47.37075266;47.44532182;0.013637609;0.013548172;1.008054598;0.986301131;34.69468224;34.69685252;34.70626905;34.71789572;1.737278974;1.732436214;26.65324314;26.63533736;0.961407474;0.927139698;28.287278;28.2676613;29.02310573;24.85983161;24.85749232;23.65480274;3.427446391;3.376672252;1.682557029;0.054294598;0.043928903;4.737243768;33474;646;35.14432487;781.835443;776.4966809;25.90117777;697;103;26.37961815;172.1764706;199.0636976;21.88624589;11652;297;28.99440916;447.8;498.9179009;25.68000427
207;206;-16.08163113;12.90814515;794242.4707;-2831.72651;-3352;131;0.564618828;0.329778632;-3681068;-858.257869;0;-66882;-5.613260596;0;0.078506584;0.077952389;0.008011228;0.00430931;0.125011897;0.118471252;5791745;10.71454075;10;0;0;0;0;0;17.80090353;17.82823094;4.023345127;2.780554279;25.70560196;24.63452984;218.8298022;218.6827568;181.6211852;218.6235637;44.16591139;43.96034769;0.052005489;0.013548172;2.718033361;1.755469727;34.91585494;34.89529115;35.71645063;35.71006584;1.250707805;0.955641394;21.13176021;20.89856169;4.124648259;2.307990762;25.89722783;25.81198322;30.01595803;16.79716811;16.47983966;13.50267953;9.100059717;9.092926979;5.356649384;0.897978234;0.191338578;12.03705616;11246;744;40.91111922;1300.223301;1351.691713;75.1323365;3593;456;38.23004399;711.0909091;679.752646;70.9918173;2766;670;42.23661949;1156.425197;1272.647232;110.5632533
